FID	Shape	GaugeLID	Status	Location	Latitude	Longitude	Waterbody	State	Observed	ObsTime	Units	Action	Flood	Moderate	Major	LowThresh	LowThreshU	WFO	HDatum	PEDTS	SecValue	SecUnit	URL
2588	Point	FSNC1	no_flooding	Fashion Valley	32.765	-117.167778	San Diego River	CA	1.77	7/8/2016 16:15	ft	7.5	11.3	13.5	16.5	 	ft	sgx	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgx&gage=fsnc1
2589	Point	FSNM5	not_defined	Fort Snelling	44.870278	-93.192222	Minnesota River	MN	687.87	7/8/2016 15:00	ft	 	 	 	 	 	ft	mpx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mpx&gage=fsnm5
2590	Point	FSRM4	action	Clinton Township	42.577222	-82.951389	Clinton River	MI	14.42	7/8/2016 14:15	ft	14	16	17	19	 	ft	dtx	NAD83/WGS84	HGIRP	2.31	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=fsrm4
2591	Point	FSSM2	out_of_service	Frostburg	39.6475	-78.936111	Sand Spring Run	MD	 	 	ft	 	 	 	 	 	 	lwx	NAD83/WGS84	HGIRG	 	 	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=fssm2
2592	Point	FSSO3	no_flooding	Foss	45.703611	-123.755	Nehalem River	OR	1.95	7/8/2016 16:00	ft	13	15	20	24	 	ft	pqr	NAD83/WGS84	HGIRG	0.19	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pqr&gage=fsso3
2593	Point	FSVK2	not_defined	Fisherville	38.188333	-85.460278	Floyds Fork	KY	1.28	7/8/2016 15:20	ft	 	 	 	 	 	ft	lmk	NAD27	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=fsvk2
2594	Point	FTAW2	not_defined	Fort Ashby	39.485556	-78.760278	Painter Run	WV	20.81	7/8/2016 15:30	ft	 	 	 	 	 	ft	lwx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=ftaw2
2595	Point	FTBC1	not_defined	Fort Bragg	39.428333	-123.736667	Noyo River	CA	2.31	7/8/2016 15:15	ft	 	 	 	 	 	ft	eka	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=ftbc1
2596	Point	FTBN7	no_flooding	Fort Barnwell	35.313889	-77.302778	Neuse River	NC	6.76	7/8/2016 15:30	ft	12	12.5	14	 	 	ft	mhx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=ftbn7
2597	Point	FTBV2	no_flooding	Ft Blackmore	36.766111	-82.5825	Clinch River	VA	3.1	7/8/2016 12:31	ft	10	12	 	 	 	ft	mrx	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=ftbv2
2598	Point	FTCM4	no_flooding	Flint	42.975	-83.635833	Thread Creek	MI	2.62	7/8/2016 14:15	ft	6	7	7.5	8	 	ft	dtx	NAD83/WGS84	HGIRP	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=ftcm4
2599	Point	FTCN2	no_flooding	Fort Churchill	39.291667	-119.311111	Carson River	NV	3.45	7/8/2016 16:15	ft	8	10	11	12	 	ft	rev	NAD83/WGS84	HGIRG	0.05	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=ftcn2
2600	Point	FTCN6	obs_not_current	Fort Covington	44.989444	-74.496111	Salmon River	NY	 	N/A	kcfs	 	 	 	 	 	ft	btv	NAD83/WGS84	QTIRZ	 	ft	http://water.weather.gov/ahps2/hydrograph.php?wfo=btv&gage=ftcn6
2601	Point	FTCO2	not_defined	Fort Cobb Lake	35.166111	-98.456389	Cobb Creek	OK	1342.37	7/8/2016 16:00	ft	 	 	 	 	 	ft	oun	NAD83/WGS84	HPIRG	80.7	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=ftco2
2602	Point	FTDC1	no_flooding	Dr Fine Bridge	41.880833	-124.135278	Smith River	CA	12.14	7/8/2016 15:15	ft	27	33	36	39	 	ft	eka	NAD83/WGS84	HGIRG	0.15	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=ftdc1
2603	Point	FTDC2	no_flooding	Canyon Mouth above Fort Collins	40.664444	-105.223889	Cache La Poudre River (CO)	CO	4.23	7/8/2016 15:45	ft	6	7.5	9	10.5	 	ft	bou	NAD27	HGIRG	0.83	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bou&gage=ftdc2
2604	Point	FTEN6	no_flooding	Fort Edward	43.269444	-73.596389	Hudson River	NY	20.78	7/8/2016 16:00	ft	24	26	27	29	 	ft	aly	NAD83/WGS84	HGIRG	1.93	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=ften6
2605	Point	FTHS2	no_flooding	Faith	45.197778	-102.156111	Moreau River (SD)	SD	0.76	7/8/2016 15:45	ft	14	16	18	21	 	ft	unr	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=unr&gage=fths2
2606	Point	FTJC1	no_flooding	Fort Jones	41.640833	-123.013889	Scott River	CA	4.32	7/8/2016 15:30	ft	12	15	20	25	 	ft	mfr	NAD83/WGS84	HGIRG	0.14	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mfr&gage=ftjc1
2607	Point	FTJO1	no_flooding	Ft. Jennings	40.948611	-84.266111	Auglaize River	OH	1.88	7/8/2016 16:15	ft	11	13	16	20	 	ft	iwx	NAD83/WGS84	HGIRG	0.02	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=ftjo1
2608	Point	FTKM1	no_flooding	Fort Kent	47.283333	-68.585278	St. John River	ME	7.19	7/8/2016 15:30	ft	20.5	22.5	24.5	26.5	 	ft	car	NAD83/WGS84	HGIRG	12	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=car&gage=ftkm1
2609	Point	FTLK2	no_flooding	Fishtrap Lake	37.433333	-82.416667	Levisa Fork	KY	757.66	7/8/2016 15:30	ft	790	825	825	825	 	ft	jkl	NAD27	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jkl&gage=ftlk2
2610	Point	FTMV2	no_flooding	Fort Monroe	37.001944	-76.315	James River (VA)	VA	3.03	7/8/2016 15:54	ft	4	4.5	5.5	6.5	 	ft	akq	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=ftmv2
2611	Point	FTNK1	no_flooding	Fulton	38.008889	-94.703889	Little Osage River	KS	2.95	7/8/2016 16:15	ft	20	22	25	30	2	ft	sgf	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sgf&gage=ftnk1
2612	Point	FTPC1	not_defined	San Francisco Tide gage	37.806694	-122.465	San Francisco Bay	CA	-0.19	7/8/2016 16:00	ft	 	 	 	 	 	ft	mtr	NAD83/WGS84	HMIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mtr&gage=ftpc1
2613	Point	FTPS2	no_flooding	Fort Pierre	44.326667	-100.383889	Bad River (SD)	SD	2.42	7/8/2016 15:30	ft	20	21	25	27	 	ft	abr	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=abr&gage=ftps2
2614	Point	FTRK1	no_flooding	Ft. Riley	39.061667	-96.766111	Kansas River	KS	6.7	7/8/2016 15:30	ft	17	21	26	33	 	ft	top	NAD83/WGS84	HGIRG	1.74	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=top&gage=ftrk1
2615	Point	FTRM5	no_flooding	Fort Ripley	46.180556	-94.365556	Mississippi River	MN	5.13	7/8/2016 15:00	ft	9	10	12.5	26	 	ft	dlh	NAD83/WGS84	HGIRG	3.83	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dlh&gage=ftrm5
2616	Point	FTSC1	no_flooding	Fort Seward	40.218056	-123.631667	Eel River (CA)	CA	7.82	7/8/2016 15:15	ft	55	70	80	90	 	ft	eka	NAD83/WGS84	HGIRG	0.07	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eka&gage=ftsc1
2617	Point	FTSK2	not_defined	Fort Spring	38.043056	-84.626389	Elkhorn Creek	KY	2.91	7/8/2016 15:25	ft	 	 	 	 	 	ft	lmk	NAD27	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lmk&gage=ftsk2
2618	Point	FTWF1	no_flooding	Hildreth	29.911389	-82.860556	Santa Fe River	FL	8.37	7/8/2016 16:00	ft	19	21	25	28	 	ft	jax	NAD27	HGIRG	2.64	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=ftwf1
2619	Point	FTWI3	no_flooding	Fort Wayne	41.0825	-85.115278	Maumee River	IN	1.9	7/8/2016 16:00	ft	9.6	17	20	26	 	ft	iwx	NAD83/WGS84	HGIRG	0.18	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=iwx&gage=ftwi3
2620	Point	FULM6	no_flooding	Fulton	34.265	-88.445278	Tombigbee River	MS	7.71	7/8/2016 15:00	ft	16	20	25	28	 	ft	meg	NAD83/WGS84	HGIRG	0.18	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=meg&gage=fulm6
2621	Point	FULN1	no_flooding	Fullerton	41.395833	-98.004167	Cedar River (NE)	NE	3.27	7/8/2016 15:45	ft	8	9	17	18	 	ft	gid	NAD83/WGS84	HGIRG	0.25	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=fuln1
2622	Point	FULW3	no_flooding	Fulton	42.826389	-89.171944	Yahara River	WI	4.46	7/8/2016 15:15	ft	8.5	10	11	12	 	ft	mkx	NAD83/WGS84	HGIRP	0.38	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mkx&gage=fulw3
2623	Point	FUQO2	not_defined	Lake Fuqua	34.599722	-97.670833	Black Bear Creek (SC OK)	OK	1078.13	7/8/2016 16:00	ft	 	 	 	 	 	ft	oun	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=oun&gage=fuqo2
2624	Point	FUVV2	not_defined	Free Union	38.140556	-78.556111	Moormans River	VA	3.63	7/8/2016 15:45	ft	 	 	 	 	 	ft	akq	NAD27	HGIRG	0.06	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=akq&gage=fuvv2
2625	Point	FVLP1	not_defined	Forksville	41.491389	-76.602778	Loyalsock Creek	PA	0.54	7/8/2016 15:32	ft	 	 	 	 	 	ft	ctp	NAD83/WGS84	HGIRP	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ctp&gage=fvlp1
2626	Point	FVLV2	not_defined	Fairview Lake	38.87	-77.212778	Holmes Run	VA	310.21	7/8/2016 12:55	ft	 	 	 	 	 	ft	lwx	NAD83/WGS84	HPIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=fvlv2
2627	Point	FWBF1	no_flooding	Fowlers Bluff	29.398333	-83.022222	Suwannee River	FL	1.19	7/8/2016 15:15	ft	4	5.5	10	12	 	ft	tae	NAD83/WGS84	HGIRG	3.3	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tae&gage=fwbf1
2628	Point	FWHF1	no_flooding	Fort White	29.848611	-82.715278	Santa Fe River	FL	21.43	7/8/2016 15:45	ft	23	24	26	30	 	ft	jax	NAD83/WGS84	HGIRG	0.87	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=jax&gage=fwhf1
2629	Point	FWHT2	no_flooding	Fort Worth	32.732222	-97.358611	Clear Fork Trinity River	TX	9.07	7/8/2016 15:30	ft	18	20	24	28	5	cfs	fwd	NAD27	HGIRG	0.21	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=fwht2
2630	Point	FWNN2	not_defined	Nellis Blvd	36.143056	-115.064722	Flamingo Wash	NV	11.15	7/8/2016 15:30	ft	 	 	 	 	 	ft	vef	NAD27	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=vef&gage=fwnn2
2631	Point	FWOT2	no_flooding	Fort Worth	32.760833	-97.332222	West Fork Trinity River	TX	1.21	7/8/2016 16:15	ft	7	8	10	15	50	cfs	fwd	NAD27	HGIRG	0.28	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=fwot2
2632	Point	FWRN8	not_defined	Rutland	46.022222	-97.511111	Wild Rice River (ND)	ND	1.2	7/8/2016 16:15	ft	 	 	 	 	 	ft	fgf	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fgf&gage=fwrn8
2633	Point	FWRW4	no_flooding	Fort Washakie	43.0106	-108.8797	Little Wind River	WY	1.16	7/8/2016 17:00	ft	3.5	4.5	 	 	 	ft	riw	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=fwrw4
2634	Point	FYGA4	not_defined	Fayetteville	36.073056	-94.081111	White River	AR	2.44	7/8/2016 16:00	ft	 	 	 	 	 	ft	tsa	NAD83/WGS84	HGIRG	0.11	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=tsa&gage=fyga4
2635	Point	FYTM7	no_flooding	Fayette	39.120833	-92.567222	Moniteau Creek	MO	6.15	7/8/2016 15:30	ft	11	16	21	25	 	ft	eax	NAD83/WGS84	HGIRG	0.08	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=fytm7
2636	Point	FYTT1	no_flooding	Fayetteville	35.134444	-86.539722	Elk River (TN)	TN	1.45	7/8/2016 16:15	ft	14	17.5	20.7	26	 	ft	hun	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hun&gage=fytt1
2637	Point	GACM4	no_flooding	Garden City	42.348611	-83.3125	Middle Rouge	MI	4.29	7/8/2016 15:20	ft	10	10	11	12	 	ft	dtx	NAD83/WGS84	HGIRG	0.14	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=dtx&gage=gacm4
2638	Point	GACV2	no_flooding	Garrisonville	38.490278	-77.433889	Aquia Creek	VA	0.97	7/8/2016 15:30	ft	12	15	17	20	 	ft	lwx	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=gacv2
2639	Point	GADS1	no_flooding	Congaree Nat Monument	33.810556	-80.867222	Congaree River	SC	3.41	7/8/2016 16:00	ft	14	15	18	20	 	ft	cae	NAD83/WGS84	HGIRG	3.62	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=cae&gage=gads1
2640	Point	GAKA2	no_flooding	Tok Cutoff Bridge	62.301389	-145.307222	Gakona River	AK	5.06	7/8/2016 16:00	ft	8	10	13	 	 	ft	pafc3	NAD83/WGS84	HGIRG	2.34	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafc3&gage=gaka2
2641	Point	GALM2	no_flooding	Glen Arm	39.454722	-76.478889	Long Green Creek	MD	1.08	7/8/2016 15:15	ft	4	7	10	15	 	ft	lwx	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=galm2
2642	Point	GALS1	no_flooding	Galivants Ferry	34.056944	-79.247222	Little Pee Dee River	SC	5	7/8/2016 16:00	ft	8	9	11	12	 	ft	ilm	NAD83/WGS84	HGIRG	0.91	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ilm&gage=gals1
2643	Point	GALW2	no_flooding	R C Byrd Lock	38.680278	-82.1875	Ohio River	WV	14.44	7/8/2016 16:00	ft	48	50	52	56	 	ft	rlx	NAD27	HTIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=galw2
2644	Point	GALW3	no_flooding	Galesville	44.060278	-91.2875	Black River (WI)	WI	4.51	7/8/2016 15:45	ft	10	12	13	15	 	ft	arx	NAD83/WGS84	HGIRG	1.59	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=arx&gage=galw3
2645	Point	GAMM2	no_flooding	Glen Arm	39.41	-76.556389	Minebank Run	MD	4.22	7/8/2016 14:50	ft	8	10	12	 	 	ft	lwx	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=gamm2
2646	Point	GAPA1	low_threshold	Gadsden	34.013889	-85.970278	Coosa River	AL	507.01	7/8/2016 15:30	ft	511	511	514	517	508	ft	bmx	NAD83/WGS84	HGIRG	1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bmx&gage=gapa1
2647	Point	GARC1	no_flooding	Garey	34.893889	-120.411667	Sisquoc River	CA	6.61	7/8/2016 15:45	ft	11	16	20	30	 	ft	lox	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lox&gage=garc1
2648	Point	GARN8	not_defined	the Garrison Dam	47.502778	-101.430556	Missouri River	ND	1841.91	7/8/2016 13:00	ft	 	 	 	 	 	ft	bis	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=garn8
2649	Point	GARW1	not_defined	South Fork Snoqualmie R near Garcia	47.415278	-121.586111	South Fork Snoqualmie River	WA	10.02	7/8/2016 16:15	ft	 	 	 	 	 	ft	sew	NAD83/WGS84	HGIRG	0.12	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=sew&gage=garw1
2650	Point	GASN7	no_flooding	Lake Gaston	36.501111	-77.811944	Roanoke River	NC	199.73	7/8/2016 12:00	ft	201	202	203	204	 	ft	rah	NAD83/WGS84	HPIRZ	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rah&gage=gasn7
2651	Point	GAST2	no_flooding	Gatesville	31.432778	-97.761667	Leon River	TX	11.8	7/8/2016 15:45	ft	20	22	28	34	 	ft	fwd	NAD27	HGIRG	2.52	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=gast2
2652	Point	GATU1	no_flooding	Gateway	41.136944	-111.831667	Weber River	UT	12.42	7/8/2016 15:30	ft	16	17	18	19	 	ft	slc	NAD83/WGS84	HGIRG	0.38	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=slc&gage=gatu1
2653	Point	GATV2	no_flooding	Gate City	36.608611	-82.568056	North Fork Holston River	VA	2.23	7/8/2016 16:15	ft	10	12	15	18	 	ft	mrx	NAD83/WGS84	HGIRG	0.38	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=mrx&gage=gatv2
2654	Point	GAXV2	no_flooding	Galax	36.647222	-80.979167	New River	VA	1.53	7/8/2016 15:30	ft	7	9	11	14	 	ft	rnk	NAD83/WGS84	HGIRG	1.34	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rnk&gage=gaxv2
2655	Point	GAYC3	no_flooding	Gaylordsville	41.653056	-73.490278	Housatonic River	CT	1.87	7/8/2016 16:00	ft	7	8	10	15	 	ft	aly	NAD83/WGS84	HGIRG	0.33	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=gayc3
2656	Point	GAZM7	no_flooding	Gallatin	39.926944	-93.9425	Grand River	MO	4.04	7/8/2016 15:45	ft	21	26	33	39	 	ft	eax	NAD83/WGS84	HGIRG	0.34	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=eax&gage=gazm7
2657	Point	GBBL1	not_defined	Bayou Black at Greenwood	29.620556	-90.904167	Mississippi River Delta Basin	LA	1.98	7/8/2016 15:00	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=gbbl1
2658	Point	GBBN1	obs_not_current	Gibbon	40.771389	-98.7975	Wood River	NE	 	N/A	ft	13	15	16	16.5	 	ft	gid	NAD83/WGS84	HGIRZ	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gid&gage=gbbn1
2659	Point	GBCT2	no_flooding	Comal	29.697778	-98.106389	Guadalupe River	TX	10.49	7/8/2016 15:45	ft	13	13	14	20	 	ft	ewx	NAD83/WGS84	HGIRG	1.3	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ewx&gage=gbct2
2660	Point	GBDA2	no_flooding	Big Delta	64.450556	-144.942222	Goodpaster River	AK	15.87	7/8/2016 15:15	ft	19	19.5	21.5	 	 	ft	pafg	NAD83/WGS84	HGIRZ	1.53	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pafg&gage=gbda2
2661	Point	GBFW4	no_flooding	Fontenelle Dam	42.021111	-110.049722	Green River (WY-UT-CO)	WY	11.89	7/8/2016 16:00	ft	15.5	16.5	17.5	18.5	 	ft	riw	NAD83/WGS84	HGIRG	1.7	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=riw&gage=gbfw4
2662	Point	GBGM6	not_defined	Graveline Bayou near Gautier	30.362778	-88.694722	Mississippi Sound	MS	1.68	7/8/2016 16:00	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=gbgm6
2663	Point	GBHT2	no_flooding	Houston	29.918056	-95.306667	Greens Bayou	TX	39.04	7/8/2016 15:30	ft	52	55	56.5	59.5	 	ft	hgx	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=gbht2
2664	Point	GBKN2	no_flooding	Glenbrook	39.0875	-119.938889	Glenbrook Creek	NV	1.49	7/8/2016 15:30	ft	4.5	 	 	 	 	ft	rev	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rev&gage=gbkn2
2665	Point	GBKN4	no_flooding	Seeley Mills	40.664722	-74.402778	Green Brook	NJ	1.21	7/8/2016 15:45	ft	4.5	5.5	 	 	 	ft	phi	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=phi&gage=gbkn4
2666	Point	GBLM2	not_defined	Greenbelt Lake near Greenbelt	39.002778	-76.893333	Unnamed Tributary	MD	0.88	7/8/2016 15:30	ft	 	 	 	 	 	ft	lwx	NAD83/WGS84	HGIRR	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=gblm2
2667	Point	GBLT2	no_flooding	Houston	29.836944	-95.233056	Greens Bayou	TX	4.66	7/8/2016 15:45	ft	27	30	32	33	 	ft	hgx	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=hgx&gage=gblt2
2668	Point	GBRN6	no_flooding	Gilboa Bridge	42.397222	-74.450833	Schoharie Creek	NY	8.47	7/8/2016 15:15	ft	15	17	19	22	 	ft	aly	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=aly&gage=gbrn6
2669	Point	GBRN7	no_flooding	Gum Branch road	35.299444	-80.946389	Gum Branch	NC	1.44	7/8/2016 16:15	ft	9	10	15	19	 	ft	gsp	NAD83/WGS84	HGIRR	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=gsp&gage=gbrn7
2670	Point	GBRO2	no_flooding	Goodwell	36.705833	-101.636389	Beaver River	OK	6.04	7/8/2016 15:30	ft	15	24	25	28	 	ft	ama	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ama&gage=gbro2
2671	Point	GBSL1	not_defined	Bayou Black at Gibson	29.686944	-90.991389	Mississippi River Delta Basin	LA	1.88	7/8/2016 15:00	ft	 	 	 	 	 	ft	lix	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lix&gage=gbsl1
2672	Point	GBSM2	no_flooding	Glen Burnie	39.17	-76.630556	Sawmill Creek	MD	1.97	7/8/2016 15:45	ft	4	5	7	9	 	ft	lwx	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=gbsm2
2673	Point	GBTM2	obs_not_current	Greenbelt / Edmonston Road	39.016389	-76.896111	Beaverdam Creek	MD	 	N/A	ft	 	 	 	 	 	ft	lwx	NAD83/WGS84	HGIRR	 	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=gbtm2
2674	Point	GBTW2	not_defined	R.D. Bailey Lake Pool	37.599167	-81.820278	Guyandotte River	WV	1036.26	7/8/2016 15:30	ft	 	 	 	 	 	ft	rlx	NAD83/WGS84	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=rlx&gage=gbtw2
2675	Point	GBYN7	out_of_service	Rock Springs	35.645278	-77.423056	Tar River	NC	 	 	ft	 	 	 	 	 	 	mhx	NAD83/WGS84	HGIRG	 	 	http://water.weather.gov/ahps2/hydrograph.php?wfo=mhx&gage=gbyn7
2676	Point	GBYT2	not_defined	Lake Granbury	32.374167	-97.688889	North Texas Lakes	TX	692.69	7/8/2016 15:30	ft	 	 	 	 	 	ft	fwd	NAD27	HPIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=fwd&gage=gbyt2
2677	Point	GBYW3	no_flooding	Green Bay	44.528611	-88.01	Fox River (North)	WI	580.45	7/8/2016 15:15	ft	582	584	584.3	584.7	 	ft	grb	NAD83/WGS84	HGIRP	21.1	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=grb&gage=gbyw3
2678	Point	GCAW4	not_defined	Acme	44.886389	-106.98833	Goose Creek	WY	2.46	7/8/2016 15:45	ft	 	 	 	 	 	ft	byz	NAD83/WGS84	HGIRG	0.03	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=byz&gage=gcaw4
2679	Point	GCBG1	no_flooding	Banks Crossing	34.269444	-83.467778	Grove Creek	GA	6.2	7/8/2016 16:15	ft	13	15	21	24	 	ft	ffc	NAD83/WGS84	HGIRG	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=ffc&gage=gcbg1
2680	Point	GCCO3	not_defined	Clear Creek near Starkey	45.069722	-118.313056	Grande Ronde River	OR	1.52	7/8/2016 16:00	ft	 	 	 	 	 	ft	pdt	NAD83/WGS84	HGIRG	0.01	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=pdt&gage=gcco3
2681	Point	GCDW1	not_defined	Grand Coulee Dam	47.955556	-118.983889	Columbia River	WA	1286.7	7/8/2016 15:00	ft	 	 	 	 	1230	ft	otx	NAD83/WGS84	HFIRX	-999	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=otx&gage=gcdw1
2682	Point	GCEM2	no_flooding	Glencoe	39.549722	-76.636111	Gunpowder Falls	MD	1.1	7/8/2016 15:15	ft	5	7	10	12	 	ft	lwx	NAD83/WGS84	HGIRG	0.09	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=lwx&gage=gcem2
2683	Point	GCEN8	no_flooding	Grace City	47.558056	-98.8625	James River	ND	3.94	7/8/2016 16:15	ft	10	12	14	15	 	ft	bis	NAD83/WGS84	HGIRG	0	kcfs	http://water.weather.gov/ahps2/hydrograph.php?wfo=bis&gage=gcen8
